symbol,date,time,side,entry,stop_loss,tp1,tp2,tp3,tp4
XPINUSDT,2025-10-24,05:30,long,0.008596,,,,,
ARIAUSDT,2025-10-24,01:30,long,0.17937,,,,,
JELLYJELLYUSDT,2025-10-24,01:30,long,0.08166,,,,,
COAIUSDT,2025-10-24,01:30,long,16.357,,,,,
TAUSDT,2025-10-24,01:30,long,0.0516,,,,,
TAGUSDT,2025-10-24,01:30,long,0.000433,,,,,
PIPPINUSDT,2025-10-24,01:30,long,0.02128,,,,,
AVNTUSDT,2025-10-24,01:30,long,0.6447,,,,,
NAORISUSDT,2025-10-23,21:30,long,0.04855,,,,,
IDOLUSDT,2025-10-23,21:30,long,0.03848,,,,,
AIAUSDT,2025-10-23,21:30,short,1.317,,,,,
RIVERUSDT,2025-10-23,21:30,long,8.451,,,,,
UBUSDT,2025-10-23,21:30,long,0.047973,,,,,
AIOTUSDT,2025-10-23,21:30,long,0.4887,,,,,
XPINUSDT,2025-10-23,21:30,long,0.010118,,,,,
ARCUSDT,2025-10-23,17:30,short,0.01235,,,,,
TAGUSDT,2025-10-23,17:30,long,0.000402,,,,,
AVNTUSDT,2025-10-23,17:30,long,0.6591,,,,,
FFUSDT,2025-10-23,17:30,short,0.15107,,,,,
COAIUSDT,2025-10-23,17:30,long,16.805,,,,,
HANAUSDT,2025-10-23,17:30,short,0.05382,,,,,
TRUTHUSDT,2025-10-23,13:30,long,0.016718,,,,,
ARIAUSDT,2025-10-23,13:30,long,0.17329,,,,,
RIVERUSDT,2025-10-23,13:30,long,8.813,,,,,
PENGUUSDT,2025-10-23,13:30,short,0.020476,,,,,
XPINUSDT,2025-10-23,13:30,long,0.007865,,,,,
IDOLUSDT,2025-10-23,13:30,long,0.03889,,,,,
ARCUSDT,2025-10-23,09:30,short,0.01232,,,,,
BTRUSDT,2025-10-23,09:30,short,0.06919,,,,,
PROVEUSDT,2025-10-23,09:30,short,0.7988,,,,,
FFUSDT,2025-10-23,09:30,short,0.13538,,,,,
MOODENGUSDT,2025-10-23,09:30,short,0.10775,,,,,
COAIUSDT,2025-10-23,09:30,long,14.068,,,,,
EVAAUSDT,2025-10-23,09:30,long,7.9022,,,,,
HANAUSDT,2025-10-23,09:30,short,0.05024,,,,,
TRUTHUSDT,2025-10-23,05:30,long,0.016538,,,,,
FARTCOINUSDT,2025-10-23,05:30,short,0.3287,,,,,
DOLOUSDT,2025-10-23,05:30,short,0.07778,,,,,
XPINUSDT,2025-10-23,05:30,long,0.004993,,,,,
POPCATUSDT,2025-10-23,05:30,short,0.1425,,,,,
IDOLUSDT,2025-10-23,05:30,long,0.03841,,,,,
GOATUSDT,2025-10-23,05:30,short,0.05002,,,,,
ARIAUSDT,2025-10-23,05:30,long,0.17548,,,,,
SPXUSDT,2025-10-23,05:30,short,0.8936,,,,,
UBUSDT,2025-10-23,05:30,long,0.050165,,,,,
BONKUSDT,2025-10-23,05:30,short,0.013828,,,,,
XPLUSDT,2025-10-23,05:30,short,0.3429,,,,,
PENGUUSDT,2025-10-23,05:30,short,0.01993,,,,,
ARCUSDT,2025-10-23,01:30,short,0.0123,,,,,
MOODENGUSDT,2025-10-23,01:30,short,0.10787,,,,,
AVNTUSDT,2025-10-23,01:30,long,0.6309,,,,,
AIXBTUSDT,2025-10-23,01:30,short,0.05317,,,,,
HANAUSDT,2025-10-23,01:30,short,0.04664,,,,,
PROVEUSDT,2025-10-23,01:30,short,0.7705,,,,,
EVAAUSDT,2025-10-23,01:30,long,8.3899,,,,,
PARTIUSDT,2025-10-22,13:30,short,0.0822,,,,,
AIXBTUSDT,2025-10-22,13:30,short,0.05555,,,,,
NOMUSDT,2025-10-22,13:30,short,0.02061,,,,,
MOODENGUSDT,2025-10-22,13:30,short,0.10953,,,,,
PENGUUSDT,2025-10-22,13:30,short,0.021108,,,,,
XPINUSDT,2025-10-22,13:30,long,0.005397,,,,,
IDOLUSDT,2025-10-22,13:30,long,0.03251,,,,,
HANAUSDT,2025-10-22,13:30,long,0.06815,,,,,
XPINUSDT,2025-10-22,05:30,long,0.004454,,,,,
BTRUSDT,2025-10-22,05:30,long,0.07797,,,,,
SPXUSDT,2025-10-22,05:30,long,0.9888,,,,,
PROVEUSDT,2025-10-22,05:30,long,0.8143,,,,,
DOLOUSDT,2025-10-22,05:30,long,0.08019,,,,,
STBLUSDT,2025-10-22,05:30,long,0.11522,,,,,
MOODENGUSDT,2025-10-22,05:30,long,0.11052,,,,,
ZEREBROUSDT,2025-10-22,05:30,short,0.0306,,,,,
BONKUSDT,2025-10-22,05:30,long,0.014373,,,,,
UBUSDT,2025-10-22,05:30,long,0.047031,,,,,
MYXUSDT,2025-10-22,05:30,long,2.952,,,,,
NOMUSDT,2025-10-22,01:30,long,0.02291,,,,,
BANUSDT,2025-10-22,01:30,long,0.07155,,,,,
IDOLUSDT,2025-10-22,01:30,long,0.033,,,,,
PARTIUSDT,2025-10-22,01:30,long,0.0884,,,,,
FFUSDT,2025-10-22,01:30,long,0.16046,,,,,
TRUTHUSDT,2025-10-22,01:30,long,0.015656,,,,,
AIOTUSDT,2025-10-22,01:30,long,0.5358,,,,,
SOONUSDT,2025-10-22,01:30,short,0.6799,,,,,
USELESSUSDT,2025-10-22,01:30,long,0.3445,,,,,
EVAAUSDT,2025-10-22,01:30,long,4.745,,,,,
AIAUSDT,2025-10-22,01:30,long,3.1994,,,,,
LIGHTUSDT,2025-10-22,01:30,long,1.7298,,,,,
JELLYJELLYUSDT,2025-10-22,01:30,long,0.08158,,,,,
AVNTUSDT,2025-10-22,01:30,long,0.6642,,,,,
BTRUSDT,2025-10-21,21:30,long,0.08151,,,,,
UBUSDT,2025-10-21,21:30,long,0.041542,,,,,
ARCUSDT,2025-10-21,21:30,long,0.01413,,,,,
ZORAUSDT,2025-10-21,21:30,long,0.10983,,,,,
BANUSDT,2025-10-21,17:30,long,0.07043,,,,,
TRUUSDT,2025-10-21,17:30,short,0.01981,,,,,
IDOLUSDT,2025-10-21,17:30,long,0.03196,,,,,
NOMUSDT,2025-10-21,17:30,long,0.02188,,,,,
FFUSDT,2025-10-21,17:30,long,0.14708,,,,,
LIGHTUSDT,2025-10-21,17:30,long,2.1674,,,,,
AIAUSDT,2025-10-21,17:30,long,1.3858,,,,,
